Question,Answer
"Is there a limit to the number of items that can be listed within an ""in"" list as part of a where clause? Is there a limit to the number of items that can be listed within an ""in"" list as part of a where clause? ","The short answer is no limit.


By default we create a virtual table for any ""in list"" with more than 5 values.

The only limitation with large ""in list"" statements would be the memory needed to compile the query. If the query is too complex, you can potentially run out of memory, but that will not affect other sessions since this happens inside the postgres process assigned to that session. The parameter that is responsible for this behaviour is inlist_threshold and it is safe to increase this value to 100, but not more."
How do I tell when there are mismatched MQ jars in my application server? Mismatched jar files can cause strange and unpredictable errors when using the MQ JMS classes. ,"Finding and eliminating duplicate copies of the MQ jar files can be a difficult task, but the mqjavalist.sh script simplifies that task on Linux and UNIX systems."
"Does DB2 DBMS implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures? 

V-58159 - SV-72589r1_rule says ""The DBMS must implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures."" 
Does DB2 UDB version 8  implement NIST FIPS 140-2 validated cryptographic modules to provision digital signatures?",DB2 uses encryption modules which are FIPS 140-2 certified.
Recurrent RES StaleConnectionException How to prevent rule execution failing because of recurrent StaleConnectionException on ODM 8.8 Rule Execution Server? ,"Configure the WebSphere Application Server data source connection pool [http://publib.boulder.ibm.com/infocenter/wasinfo/v7r0/index.jsp?topic=/com.ibm.websphere.nd.multiplatform.doc/info/ae/ae/udat_conpoolset.html] so as to eliminate occurrences of StaleConnectionException : 

 * Set the Minimum connections to 0 to avoid situations where a connection is kept in the pool to meet the minimum requirement, even though it may have been idle for longer than Unused timeout 
 * Set the values for Unused timeout and Reap timeout so that the sum does not exceed any network level idle connection timeout"
"TWS / DWC and WebSphere 8.5.5.4+ WebSphere for TWS & DWC were upgraded to 8.5.5.4 on most servers in a particular environment. However, any TWS servers that still had 8.5.5.2, could no longer be seen by the new DWC / WAS 8.5.5.4 servers. Those lower WAS version engines could not be added to the DWC.

Errors seen are:

     AWSUI0833E The operation could not be completed. There has been a communication failure. 
     The internal message is: AWSJCO005E WebSphere Application Server has given the following error: Error getting WsnNameService properties. ",You can solve this problem by configuring your TWS engines to use TLS instead of SSL :
"Help with Security Bulletin: Malformed client flows abend MQTT channel (CVE-2015-4943, CVE-2015-4941, CVE-2015-4942) I need to understand details regarding Security Bulletin: Malformed client flows abend MQTT channel (CVE-2015-4943, CVE-2015-4941, CVE-2015-4942). Where can I find this information? ","CVEID: CVE-2015-4943 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4943]
DESCRIPTION: IBM WebSphere MQ could allow a remote attacker to crash the MQXR service using a sequence of connect and disconnects which will have to be restarted.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/104516 [https://exchange.xforce.ibmcloud.com/vulnerabilities/104516] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P)
CVEID: CVE-2015-4941 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4941]
DESCRIPTION: IBM WebSphere MQ could allow a remote attacker to crash the MQXR service due to incorrect handling of abbreviated TLS handshake.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/104514 [https://exchange.xforce.ibmcloud.com/vulnerabilities/104514] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P) 

CVEID: CVE-2015-4942 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4942]
DESCRIPTION: IBM WebSphere MQ could allow a remote attacker to crash the MQXR service using a sequence of connect and disconnects which will have to be restarted.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/104515 [https://exchange.xforce.ibmcloud.com/vulnerabilities/104515] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P)"
"Help with Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Network Manager IP Edition (CVE-2017-1741). I need to understand details regarding Security Bulletin: A security vulnerability has been identified in IBM WebSphere Application Server, which is shipped with, or a required product for, IBM Tivoli Network Manager IP Edition (CVE-2017-1741) Where can I find this information? ","CVEID: CVE-2017-1741 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-1741]
DESCRIPTION: IBM WebSphere Application Server could allow a remote attacker to obtain sensitive information caused by improper handling of Administrative Console panel fields. When exploited an attacker could read files on the file system.
CVSS Base Score: 4.3
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/134931 [https://exchange.xforce.ibmcloud.com/vulnerabilities/134931] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N)"
"Why do we observe the transaction rollback errors J2CA0024E and DSRA0080E with Oracle 12c and how can we fix it? 

We are using BPM Advanced v8.5.6 in connection with the Oracle JDBC Driver 12.1.0.1.0. We observe many database transaction rollback exceptions:

     J2CA0024E: Method rollback, within transaction branch ID <null> of resource pool jdbc/BPEDB, caught com.ibm.ws.exception.WsException: DSRA0080E: An exception was received by the Data Store Adapter. See original exception message: Could not rollback with auto-commit set on. with SQL State : 99999 SQL Code : 17274

Due to the technote ""Advanced database support for IBM BPM Standard, IBM BPM Advanced, and IBM Business Monitor on distributed platforms"" this is a supported configuration.

Why do we observe these errors and how can we fix it?","To use Oracle 12c with IBM Business Monitor V8.5.5, a new JVM property must be defined. Add the following JVM property to the Monitor server JVM:

oracle.jdbc.autoCommitSpecCompliant=false"
"Is there a way to separate the application logging from WebSphere Application Server logging? 

Currently the WebSphere error logs as well as the application error logs are printed in same file. The same case with system out logs. Our goal is to separate the application system error and out logs from WebSphere system logs.

If we are use log4j in the application for separating the logs what is the best way to do this?","In WAS V8.5, we added the application name to log and trace records stored using HPEL (High Performance Extensible Logging). Since HPEL lets you format and filter your log content after it has been persisted to the HPEL log/trace repository, this lets you decide if you want to see your application content on its own (helpful for uncluttered debug of an application), or together with the application server log/trace content (helpful to see impact of server on applications, and vice versa)."
"Why am I getting an SSL Key Exception (RSA premaster secret error) when trying to create a syndication pair? 

When trying to create the syndication pair for a virtual portal, I am getting the following exception:

""IWKWC0016E: The remote service can not be retrieved. Either the URL you entered is incorrect, the server you indicated does not contain IBM Web Content Manager or the web service has been incorrectly configured and could not be located. Check the log for more details https://1.23.456.789 <-- your ip address or hostname will be shown here

/wps/wcm/vpname/basicauth/SyndicationServlet?reqlocale=en_US& javax.net.ssl.SSLKeyException: RSA premaster secret error""",The default restricted policy file has a 2048 key size limit. If the RSA key size exceeds this limit then this error is expected.
"Login to DASH  returned  ""Page cannot be displayed"" error Login to DASH  returned  ""Page cannot be displayed"" error","Run the log collector program:


 1. Change the directory to <JazzSM Home>/ui/bin 
 2. Run the following command:
    
    ./consoleLogCollector.sh or .bat
    
    Send us the console_logs.zip file located in <JazzSM Home>/ui directory


and attach them to the associated Problem Management Record (PMR). Please include the time the issue was reproduced in the PMR update. Please also provide the DASH version info:
<JazzSM Home>/ui/bin/consolecli.sh Version

Upload the resulting output file to the PMR"
Security Bulletin: IBM MQ Appliance is affected by a GNU C library (glibc) vulnerability (CVE-2017-8804) I need to understand details regarding Security Bulletin: IBM MQ Appliance is affected by a GNU C library (glibc) vulnerability (CVE-2017-8804). Where can I find this information?,"CVEID:CVE-2017-8804 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-8804]
DESCRIPTION:glibc is vulnerable to a denial of service, caused by improper handling of buffer deserialization in the xdr_bytes and xdr_string functions. By sending a specially-crafted UDP packet, a remote attacker could exploit this vulnerability to cause virtual memory allocation, or memory consumption on the system.
CVSS Base Score: 7.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/125760 [https://exchange.xforce.ibmcloud.com/vulnerabilities/125760]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)"
Where is latest information on fix packs for Cast Iron? Where can I find more information on the fix packs and downloads available for the various releases of Cast Iron? ,Following are links to more information about the latest fix packs available on Fix Central for these versions:
Is there a way to force the Tivoli Integrated Portal (TIP) fix pack installer to use a different temp location? Is there a way to force the Tivoli Integrated Portal (TIP) fix pack installer to use a different temp location? ,There is no option available to override /tmp.
"Can I remove the write permissions for ""other"" in ../ibm/common/acsi? Can I remove ""write"" permission for ""other"" for all the sub-directories and files under the following directory,

    /usr/ibm/common/acsi  
    /var/ibm/common/acsi  

Will it cause any problem? ",Remove world writable permissions from DE directories. This will not impact functionality.
OMNIBUS   nco_p_mttrapd : Malformed traps How can you determine why the MTTrapd [SNMP] probe drops traps? ,"Traps can be dropped during high loading, so ensure that the traps are being dropped from specific devices under normal load. 

Use snoop, tcpdump or Wireshark to capture the traps that are being dropped on the probe servers port, as defined in the property file."
"How do I transfer my SPSS 24 license key to a new computer? I need to transfer my SPSS 24 license key to a new computer. I was able to download IBM® SPSS® Statistics Standard GradPack 24 for Windows (12-Mo Rental) onto the new computer, but every time I put in the activation code, I am met with this error message:

Authorization failed.: You are not allowed to generate any more new licenses.
End Of Transaction.
No additional authorizations are permitted on this code.
What should I do?","For installation & licensing issues on Student version and Graduate pack, contact your vendor."
"Why are the users unable to login to Web GUI 8.1 after I modify timeout to 2147483647 in security.xml file ? 

I followed the Web GUI 8.1 reference guide here to switching off the session timeout

http://www-01.ibm.com/support/knowledgecenter/SSSHTQ_8.1.0/com.ibm.netcool_OMNIbus.doc_8.1.0/webtop/wip/task/web_adm_settimeout.html

After I edited /config/cells/JazzSMNode01Cell/security.xml file, modified timeout setting to 2147483647, users are not able to login anymore.","1. On DASH server, navigate to <JazzSM Home>/profile/config/cells/JazzSMNode01Cell/applications/isc.ear/deployments/isc/isclite.war/WEB-INF 

 
2. Take a backup of consoleProperties.xml 

 
3. Open consoleProperties.xml in edit-mode. 

 
4. Search for ""LTPAFIX"" and change the value from ""true"" to ""false"". 


Example: 

Before 
===== 
<consoleproperties:console-property id=""LTPAFIX"" value=""true""/> 
</consoleproperties:ibm-portal-consoleproperties> 

After 
==== 
<consoleproperties:console-property id=""LTPAFIX"" value=""false""/> 
</consoleproperties:ibm-portal-consoleproperties> 

5. Save the file. 

 
6. Restart DASH server."
Security Bulletin: Vulnerabilities in SSL affect IBM DataPower Gateways (CVE-2015-0289) I need to understand details regarding Security Bulletin: Vulnerabilities in SSL affect IBM DataPower Gateways (CVE-2015-0289). Where can I find this information? ,"CVEID: CVE-2015-0289 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0289]
DESCRIPTION: OpenSSL is vulnerable to a denial of service, caused by the failure to properly handle missing outer ContentInfo by the PKCS#7 parsing code. An attacker could exploit this vulnerability using a malformed ASN.1-encoded PKCS#7 blob to trigger a NULL pointer dereference.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/#/vulnerabilities/101669 [https://exchange.xforce.ibmcloud.com/#/vulnerabilities/101669] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P)"
"Installing RAA plugin in RDz  Hi,

I'm trying to install the RAA plugin in RDz.

But the installation manager mentions that it is not compatibble with an other package, in casu the IBM CICS Explorer SDK. But I would like to install both, is this not possible? ","Follow the steps below to install RAAi:


 1. Find the jar files by opening the RAAiInstallRepository.zip file and looking in thepluginsfolder for these two files:  * com.ibm.dmh.raai_*.jar 
     * com.ibm.raa.integrate.doc_*.jar
       
       
    
    
 2. Find thedropinssubdirectory.  1. Right click on the properties to find the shortcut used to start RDz. 
     2. Look at theTargetproperty to see where eclipse.exe resides
        For example: C:\Program Files\IBM\SDP
        
        
    
    
 3. Create a dropinssubdirectory if one does not exist. 
    
    
 4. Copy the two jar files above to thedropinssubdirectory. 
    
    
 5. Restart RDz (Run as administrator)
    
    
 6. Verify you have an Asset Analyzerentry in the left pane after RDz restarts by clicking on Window > Preferencesfrom the menu."
Help with Security Bulletin: WMB and IIB are affected by denial of service vulnerability (CVE-2014-8901) I need to understand details regarding Security Bulletin: WebSphere Message Broker and IBM Integration Bus are affected by denial of service vulnerability (CVE-2014-8901). Where can I find this information? ,"CVEID: CVE-2014-8901 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-8901]
DESCRIPTION: IBM XML4J and XML4C libraries contain a denial of service vulnerability when loading specially crafted content. This causes the CPU to consume 100% of available resources and creates serious performance degradation to the system.
CVSS Base Score: 4
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/99110 [https://exchange.xforce.ibmcloud.com/vulnerabilities/99110] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:S/C:N/I:N/A:P)"
"Why is WAS sending duplicate requests though our Portal application user clicks submit button only once? Is there any setting in WAS,Portal or IHS that can help prevent duplicate requests?",ServerIOTimeoutRetry can be used to decrease the number of retries after ServerIOTimeout has fired.
"SPSS will not start on Mac 

I downloaded SPSS about 3 weeks ago. On the day when I downloaded it, it was working fine. Last week, I tried starting SPSS but it did not start. I tried reinstalling it, it still would not open. I've updated JAVA (thought this would be a problem), it slowly opened the program but then now that I have reinstalled it and entered in my code, I've used up my code and I have no authorization. But just now, I started SPSS and the same problem is happening. The IBM SPSS name screen appears but nothing happens.

    SPSS would not start.

    Even if it does start, I have licensing problems.
",Delete the following file: com.ibm.spss.plist on your Macintosh to dramatically reduce the opening and closing of the Statistics software.
"RecognizePageFieldsICR_C aborts with Page Type change  I have an DeveloperWorks application that runs: Survey. In the application PageID Task there is a function that sets the Page Type to ReliefForm (based on a barcode)

Does anyone know why when I change the SetPageType to set another name, the RecognizePageFieldsICR_C in the Profiler Task aborts? If I put the name back the action runs fine. ","In Datacap Studio, set the c_cr variable to USA prior to the call to recognition as follow:

SaveAsCurrentObjVariable(""c_cr"", ""USA"")
RecognizeFieldICR_C"
"Installed an STAP on a DB Server but it does not show up on my Appliance in S-TAP Control etc 

Installed an STAP on a DB Server but it does not show up on my Appliance in S-TAP Control etc

I get the following messages in the logs:-

/tmp/guard_stap.stderr.txt on the DB Server :- ""Server wasn't heard from for nn sec during this attempt nnn sec total), closing and re-opening""

and from the Guardium Appliance - via fileserver in the /log/opt-ibm-guardium-log/snif/snif.log ""Unauthorized client connecting from ,rejecting"".

How do I correct the problem?",Uncheck the Approval box and the S-TAPs should start connecting .
Help with Security Bulletin: IBM WebSphere MQ is affected by a vulnerability in GSKit (CVE-2014-0076) I need to understand details regarding Security Bulletin: IBM WebSphere MQ is affected by a vulnerability in GSKit (CVE-2014-0076). Where can I find this information? ,"CVE-ID: CVE-2014-0076 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-0076]
DESCRIPTION: An attacker running a program on the same machine as where the victim is running a program could use CPU timing information to discover key information about certain kinds of binary type Elliptic Curves used in Digital signatures during signing operations. Although GSKit only generates Prime type Elliptic Curves, externally generated keys may be imported in GSKit.
From WebSphere MQ version 7.1, GSKit version 8.0 is integrated with WebSphere MQ. For WebSphere MQ 7.0.1, GSKit version 7 or version 8 was installed separately.

CVSS Base Score: 2.1
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/91990 [https://exchange.xforce.ibmcloud.com/vulnerabilities/91990]
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:L/AC:L/Au:N/C:P/I:N/A:N)"
Help with Security Bulletin: Cross-site scripting vulnerabilities in IBM Business Process Manager (BPM) and WebSphere Lombardi Edition (WLE) error handling (CVE-2015-0193) I need to understand details regarding Security Bulletin: Cross-site scripting vulnerabilities in IBM Business Process Manager (BPM) and WebSphere Lombardi Edition (WLE) error handling (CVE-2015-0193). Where can I find this information? ,"CVEID:CVE-2015-0193 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0193]
DESCRIPTION:IBM Business Proccess Manager is vulnerable to cross-site scripting, caused by improper neutralization of user-supplied input in some error situations. A remote attacker could exploit this vulnerability using a specially-crafted URL to execute script in a victim's Web browser within the security context of the hosting Web site, once the URL is clicked. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.
CVSS Base Score: 3.5
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/101009 [https://exchange.xforce.ibmcloud.com/vulnerabilities/101009]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:M/Au:S/C:N/I:P/A:N)"
"OCR Results for Bold fonts 

Hi all,

I am having issue with extracting front that are bold, big front. May I know if Datacap have limitation on capturing metadata with big, bold front such as title of the document. I am using RecognizePageOCR_A for extraction of meta data and every other words were being extracted fine except those that are big. The attachment are the sample of front that could not be captured.","Do one of the following as appropriate for the situation. 

 * Verify that the newest recognition engine is being used. Currently this is done using the RecognizePageOCR_S action from the ocr_sr library. 
 * Increase the height limit for the action using SetMaxCharacterHeightTMM(x) where x represents the height in pixels. Default depends on the DPI, but for 300 DPI is 64. 
 * Reduce the height of the word in pixels. This may be done either by making the word smaller, or by reducing the number of pixels per inch for the tiff."
"Cannot open module in exclusive edit - (no such file or directory)  Hello.

I have a module, that I can open normally, but when I try to open it in Exclusive Edit it tells me that ""no such file or directory""

What does this mean?","This error indicates that a user session file is corrupted on the database server. 

This defect is resolved in IBM Rational DOORS Version 9.4.0.1"
Can IBM Content Navigator be installed on Windows and be deployed to an Application Server that is running on a Unix Platform? Can IBM Content Navigator be installed on Windows and be deployed to an Application Server that is running on a Unix Platform? ,This is not a supported configuration.
"If we need to log client ip, if the FELB is enabled,  does it still need enable x-forwarder-for? If we need to log client ip, if the FELB is enabled,  does it still need enable x-forwarder-for?","This is a known limitation in the current implementation of haproxy ( FELB ), especially with the layer 7 where SSL termination is handled.
Notice that forwarding a client IP address to a backend works when the FELB is setup to use non-SSL configuration."
"I have an issues with V701 SCSQAUTH/SCSQANLE and MQ V8, my batch jobs receiving an ABEND (ABN=102-00000000). I have an issues with V701 SCSQAUTH/SCSQANLE and MQ V8, my batch jobs receiving an ABEND (ABN=102-00000000). ",Correct the STEPLIB for the batch job to point to the V7.1.0 libraries.
"Can I change the ITCAM J2EE Agent Monitoring Level via the TEPS in version 7.1.1? 

In the 7.1 version of the J2EE agent I could use the Agent Configuration to change the Monitoring Level for the agent- https://www.ibm.com/support/knowledgecenter/en/SS3JRN_7.2.0/com.ibm.itcamfapps_ad.doc_72/J2EE_agent_tema_install_guide/step10.html

So how can I change the Monitoring Level in the 7.1.1 agent?
","In the older release of the J2EE agent (v6.2 FP6), there was an option to specify the Monitoring Level, Sampling Rate and other parameters (threshold values, time intervals, etc..) during the configuration phase of the agent itself. This is now not possible in the new J2EE agent v7.1.1.0.0 configuration panels as these options are not available anymore. 

The default values for the Monitoring Level and the Sampling Rate are L1 and 2% respectively. If you want to change these default values permanently, then please make these changes.

In the $ITM_HOME/config (Unix) dir or %ITM_HOME%\TMAITM6 (Windows), you will find the <hostname>_yj.xml file. Make a copy of this file, then stop the agent and make changes to the parameters (see screenshot below) in the file. Save file, restart the agent. The new values will now be accepted in the agent. If you are deploying a new Weblogic application, stop the agent, modify the <hostname>_yj_<wls_instance>.xml file then restart the agent again."
"Reporting in Rhapsody 

Hello All,

I can't find the reports plus in my Rhapsody v8.1.2 x64

anybody knows the reason.",Rational Rhapsody ReporterPlus N N N N N N N N N N N N Y Y WindRiver Workbench 3.3 integration N N N N N N N N N N N N N N Visual Basic for Applications (VBA) N N N N N N N N N N NA NA NA NA Tornado IDE integration N N N N NA NA NA NA NA NA NA NA NA NA [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] [/support/docview.wss?uid=swg27038779&amp;aid=1] N – not available
We have configured a new LDAP server in Atlas but why does authentication work for only some users ? We have configured a new LDAP server in Atlas but why does authentication work for only some users ? ,"Make sure the user who failed to login exists in Atlas and is active. If not , create the corresponding user manually or use HR Loader to import those users who are part of the new LDAP server."
Help with Security Bulletin: Malformed client flows abend MQTT channel (CVE-2015-4941) Help with Security Bulletin: Malformed client flows abend MQTT channel (CVE-2015-4941),"CVEID: CVE-2015-4941 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-4941]
DESCRIPTION: IBM WebSphere MQ could allow a remote attacker to crash the MQXR service due to incorrect handling of abbreviated TLS handshake.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/104514 [https://exchange.xforce.ibmcloud.com/vulnerabilities/104514] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P)"
"SYSIBMADM.DBCFG IS AN UNDEFINED NAME error message on z/OS ODM Event Server On Z/OS, Events runtime may trace the following exception into system logs when DB2 is used as the runtime repository: com.ibm.websphere.ce.cm.StaleConnectionException: SYSIBMADM.DBCFG IS AN UNDEFINED NAME. SQLCODE=-204, SQLSTATE=42704, DRIVER=3.65.102 ",This error message can be safely ignored.
Netcool/Impact 6.1.0: How to change the HSQLDB password? Netcool/Impact 6.1.0: How to change the HSQLDB password?,"SET PASSWORD
 * 
 * 
 * SET PASSWORD <password>;
 * 
 * 
 * Changes the password of the currently connected user."
Is ITCAM Data Collector for WebSphere 7.2.0.0.14 available? Is ITCAM Data Collector for WebSphere 7.2.0.0.14 available? ,"7.2.0.0.14 [http://www.ibm.com/support/fixcentral/swg/quickorder?product=ibm/Tivoli/Tivoli+Composite+Application+Manager+for+Applications&release=All&platform=All&function=fixId&fixids=7.2.0.0-TIV-ITCAM_DC-IF0014&includeSupersedes=0&source=fc] March 9, 2017"
"CR is not inserted for textarea using IE We are using IBM Case Manager 5.2.1.4 and IBM Content Navigator 2.0.3.7. Using Properties View Designer of Case Builder, we tried to input CR (""Enter"") on the text area, but CR is not inserted. This issue occurs only on IE, not on Firefox or Chrome. ","PJ44413 (IBM Case Manager users) When using Internet Explorer v11, the carriage return does not start a new line in a text area. 
With this fix, the new line is created."
"Cognos Workspace Advanced Users are unable to see features. Why? 

Certain Workspace Advanced users cannot open Report Studio. This happens with certain custom roles.

Environment: IBM Cognos 10.2.2.x",Based on the following steps the group or role will only have access to either Cognos Workspace (Business Insight) or Cognos Workspace Advanced (Business Insight Advanced). Even though the Role receives Traverse and Execute permissions for the Report Studio capability it will not be able to open Report Studio (this is only possible if you have Traverse and Execute permissions for the Professional User Interface Profile).
"RHEL7.2: CF servers crashed when db2cluster -cm -list -alert command issued Environment: DB2 11.1 GA / RHEL7.2

Whenever I execute ""db2cluster -cm -list -alert"", 0x80090030 logged in db2diag.log on member nodes. Finally CF servers become STOPPED status with high probability.

  2016-09-12-15.51.35.731323+540 I362836576E602       LEVEL: Severe  
  PID     : 22991                TID : 70366596624816 PROC : db2sysc 0  
  INSTANCE: db2inst1             NODE : 000           DB   : SAMPLE
  HOSTNAME: pscale00.ibm.com  
  EDUID   : 112                  EDUNAME: db2LLMn2 (SAMPLE) 0  
  FUNCTION: DB2 UDB, RAS/PD component, pdLogCaPrintf, probe:876  
  DATA #1 : <preformatted>  
  NotifyConn_t.wait (PsGetNotification:) failed: 0x80090030  
  DATA #1 : <preformatted>  
  If a CF return code is displayed above and you wish to get  
  more information then please run the following command:  
    
  db2diag -cfrc <CF_errcode> ","Add the following setting to file /etc/systemd/logind.conf
RemoveIPC=no"
"Unable to login to TEP with TEPS LDAP authentication TEPS LDAP has been configured correctly. User id can be searched successfully in eWAS.

The login appears to be attempting to authenticate with the HUB TEMS rather than going through Websphere to contact the LDAP server.","remove the TEPS variable 'KFW_AUTHORIZATION_USE_EWAS' from the KFWENV, then restart the TEPS and verify that all users can log in."
"Netcool/Impact 6.1.0: SelfMonitoring events are being incorrectly cleared by OMNIbus GenericClear Automation Netcool/Impact 6.1.0: SelfMonitoring events are being incorrectly cleared by OMNIbus GenericClear Automation

When there are multiple SelfMonitoring events reporting stopped Impact Services and one of those Impact Services is restarted the resolution event is used by the OMNIbus GenericClear (and DeleteClears) Automations to delete ALL the events. ","The easy solution at this time is to upgrade to Fix Pack 1 or higher. One could go to the extremes of creating a PolicyActivator, polling at a higher rate than the GenericClear Automation, to run a Policy to pick-up these events, pull out the Service name from the Summary field and append it to the Agent field of the events so that the GenericClear Automation can uniquely identify and correlate Problem and Resolution events."
"Does @LocalNodeAlias="""" will affect ITNM failover health check events?. Customization in nco_p_monitor.rules with @LocalNodeAlias=""empty"", after that both Primary and Backup started health check fail event, how to resolve that. ","The value for m_Domain is taken from the value for Node (@Node) in alerts.status for the health check event. If you have altered the inserted value for @Node, either by modifying the nco_p_ncpmonitor.rules file or by some other method such as an Automation or Impact policy, then the resulting update for state.domains will fail. Ensure that the rules governing the modification of @Node allow for the value of @Node to remain unchanged for health check events."
"Do I need to manually apply SDA function for ITCAM for SOA 7.2 FP1 ifix 5? The SDA function for ITCAM for SOA 7.2 FP1 ifix 5 works for TEMS but IS NOT coded to work for TEPS. User is required to manually apply the support files on TEPS for this version (ifix 5).

does this need a manual apply for TEPS only for SOA 7.2, FP1 and ifix 5 ?"" ",User has to manually apply SOA 7.2 FP1 ifix 5 support files on TEPS.
Why does the user receive Notice Sender Execution Failed Alert after upgrading to Atlas 6.0.3.3? Why does the user receive Notice Sender Execution Failed Alert after upgrading to Atlas 6.0.3.3? ,"The error message is ""java.sql.SQLException: ORA-00604: error occurred at recursive SQL level 1 ORA-01628: max # extents (32765) reached for rollback"" and is caused by MATTERPERFORMER_TEXT"
"What does the end-file-message mean while doing a launchpad.sh in the MS"" I am getting an end-file-message means while doing a launchpad.sh in the MS. How do I solve the problem?","Use the commands shown below to verify you have them installed, otherwise contact your Linux system administrator and installt these required libraries."
ITNM is vulnerable to CVE-2017-3523 ? Customer would like to know if ITNM versions is vulnerable to CVE-2017-5638? If yes then where we can find the details?. ,Refer to the following security bulletins for vulnerability details and information about fixes addressed by Oracle MySQL which is shipped with IBM Tivoli Network Manager IP Edition.
"How to export key from SSL certificate in IBM HTTP Server 7; getting restricted policy error 

We're trying to export our IHS 7 SSL key to PKCS12 format so we can use it on our Load Balancer, but it fails with some policy error:

     $/usr/IBM/HTTPServer/bin/gsk7cmd -cert -export -db /usr/IBM/HTTPServer/ssl/key.kdb -pw #### -label ""domain1"" -type cms -target /tmp/domain1.p12 -target_type PKCS12 -target_pw ####
     
     The command cannot complete because your JRE is using restricted policy files.

Same error happens in Ikeyman tool. Any ideas?","To resolve the problem, select either option: 

 * Download and install a later Java 32-bit x86 AMD/Intel Java SDK from [http://www-01.ibm.com/support/docview.wss?rs=180&uid=swg24023707]the WebSphere Support web site [http://www.ibm.com/support/docview.wss?uid=swg24028881] to the IBM HTTP Server java and plug-ins java folder.
   
   
 * Download and install the files from the Unrestricted JCE policy files [https://www14.software.ibm.com/webapp/iwm/web/preLogin.do?source=jcesdk] site."
